Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
PL2024_1010_22U3198,20-May-2024,09:54:53,1,,,,0,7,,,,,,,,,,,,,,,15,7,10948,,,,30,20118,,,,13,5104,,,,16,20677,,,,9,5498,,,,5,8923,,,,18,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,11:41:55,1,,,,0,7,,,,,,,,,,,,,,,15,30,30895,,,,7,13712,,,,13,952,,,,14,16712,,,,20,10232,,,,5,25717,,,,23,31724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,13:43:18,1,,,,0,6,,,,,,,,,,,,,,,15,17,22748,,,,19,27831,,,,10,7048,,,,14,24538,,,,22,14646,,,,13,12785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,23:50:24,4,,,,0,4,,,,,,,,,,,,,,,15,10,17656,,,,8,5285,,,,23,32236,,,,27,16192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,05:39:59,3,,,,0,6,,,,,,,,,,,,,,,15,6,10990,,,,3,124,,,,11,9291,,,,31,30785,,,,28,14606,,,,4,14097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,06:17:43,1,,,,0,6,,,,,,,,,,,,,,,15,11,6624,,,,4,22467,,,,6,13026,,,,3,18140,,,,28,3702,,,,31,5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,08:29:53,2,,,,0,6,,,,,,,,,,,,,,,15,4,19122,,,,16,4929,,,,9,16310,,,,5,23172,,,,1,13024,,,,20,19947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,10:02:20,1,,,,0,5,,,,,,,,,,,,,,,15,30,2460,,,,7,24909,,,,9,11555,,,,20,14374,,,,14,12646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,11:59:07,2,,,,0,8,,,,,,,,,,,,,,,15,15,17788,,,,8,4240,,,,23,24832,,,,30,9456,,,,22,19138,,,,18,3287,,,,14,24286,,,,13,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,20:27:22,3,,,,0,5,,,,,,,,,,,,,,,15,5,17845,,,,20,11100,,,,16,26005,,,,4,3810,,,,26,12388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,21-May-2024,23:15:00,8,,,,0,6,,,,,,,,,,,,,,,15,8,23432,,,,7,28536,,,,30,3773,,,,13,15376,,,,15,25886,,,,23,7069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,22-May-2024,02:08:53,5,,,,0,7,,,,,,,,,,,,,,,15,14,7833,,,,32,31022,,,,2,11820,,,,21,18215,,,,22,19412,,,,17,27191,,,,24,14072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,22-May-2024,03:56:38,4,,,,0,7,,,,,,,,,,,,,,,15,17,29503,,,,3,25273,,,,19,26210,,,,22,18726,,,,2,6074,,,,12,1825,,,,21,12054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,22-May-2024,07:46:20,5,-1.000000,,,0,4,,,,,,,,,,,,,,,15,29,30953,,,,20,25670,,,,11,28825,,,,5,4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,22-May-2024,10:38:01,1,-1.000000,,,0,6,,,,,,,,,,,,,,,15,15,10450,,,,18,1424,,,,13,10846,,,,27,1184,,,,5,20346,,,,30,20503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,04:00:20,4,-1.000000,,,0,8,,,,,,,,,,,,,,,15,19,25008,,,,17,11531,,,,32,2551,,,,6,29002,,,,2,29972,,,,12,25047,,,,21,27892,,,,3,18023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,11:45:34,5,-1.000000,,,0,8,,,,,,,,,,,,,,,15,14,31402,,,,23,22756,,,,22,24327,,,,15,562,,,,18,13124,,,,30,32681,,,,5,5944,,,,24,20285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,13:45:26,2,-1.000000,,,0,7,,,,,,,,,,,,,,,15,23,22394,,,,15,12806,,,,13,7054,,,,22,28415,,,,12,31046,,,,17,23469,,,,24,13004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,16:10:31,6,-1.000000,,,0,5,,,,,,,,,,,,,,,15,32,13422,,,,19,24533,,,,28,9804,,,,25,19268,,,,12,27982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,18:00:38,3,-1.000000,,,0,6,,,,,,,,,,,,,,,15,31,3511,,,,11,22500,,,,1,5778,,,,6,24,,,,29,4020,,,,25,29513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,23-May-2024,21:53:04,6,-1.000000,,,0,6,,,,,,,,,,,,,,,15,18,24709,,,,5,4532,,,,27,31980,,,,29,26274,,,,7,3472,,,,26,18101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,24-May-2024,01:52:12,4,-1.000000,,,0,6,,,,,,,,,,,,,,,15,14,24493,,,,22,15881,,,,17,2107,,,,24,6696,,,,2,11216,,,,32,11999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,24-May-2024,04:26:33,3,-1.000000,,,0,8,,,,,,,,,,,,,,,15,19,15569,,,,32,31949,,,,6,30347,,,,17,20490,,,,12,16456,,,,25,29757,,,,2,21554,,,,21,29113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,24-May-2024,07:26:26,1,-1.000000,,,0,8,,,,,,,,,,,,,,,15,1,400,,,,29,2785,,,,7,741,,,,26,18918,,,,20,17194,,,,11,28287,,,,6,15622,,,,4,16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,24-May-2024,08:00:46,1,-1.000000,,,0,8,,,,,,,,,,,,,,,15,1,30670,,,,4,25773,,,,26,22672,,,,29,17645,,,,9,30340,,,,16,15659,,,,20,10002,,,,11,25445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,24-May-2024,09:58:39,1,-1.000000,,,0,5,,,,,,,,,,,,,,,15,18,4891,,,,13,16259,,,,5,23074,,,,27,10958,,,,7,14160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
