DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
J612,264751,UT,20:46:44 06-Aug-2024,,,,,,CRC d8.ee,19:20:08 06-Aug-2024,DSA,27,0,208,105,196,168,85,64,40,146,203,76,3,38,61,96,87,68,255,30,178,199,0,216,2,104,232,253,69,176,95,
J612,264751,UT,06:13:21 09-Aug-2024,,,B,53.9690,-145.9288,CRC 3.15,,,99,122,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,08:18:01 09-Aug-2024,,,B,53.9537,-145.9255,CRC e6.c5,06:55:06 09-Aug-2024,DSA,28,192,208,147,147,126,62,196,58,152,123,116,98,87,196,64,196,220,214,142,23,79,230,247,14,84,121,137,74,128,95,
J612,264751,UT,09:15:38 09-Aug-2024,,,B,53.9225,-145.7860,CRC 2.7,,,146,182,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,14:33:55 09-Aug-2024,,,B,53.8491,-145.5907,CRC 27.03,13:54:09 09-Aug-2024,DSA,4,224,208,151,19,183,68,240,52,164,204,106,10,192,82,160,82,252,254,181,250,69,34,106,6,156,138,169,73,14,94,
J612,264751,UT,04:21:31 10-Aug-2024,,,B,53.4362,-146.3373,CRC d0.a1,03:41:58 10-Aug-2024,DSA,26,0,208,162,4,178,82,40,66,165,220,80,3,66,85,168,191,53,104,69,96,75,198,255,10,170,184,1,45,222,82,
J612,264751,UT,05:55:24 12-Aug-2024,,,,,,CRC 33.ad,05:12:46 12-Aug-2024,DSA,6,96,208,194,180,10,61,8,57,174,228,216,75,96,218,6,201,5,172,94,87,79,230,243,6,136,152,133,71,216,82,
J612,264751,UT,09:16:31 12-Aug-2024,,,,,,CRC 7e.e6,08:49:18 12-Aug-2024,DSA,15,192,208,196,130,250,50,108,52,163,60,236,83,153,187,69,67,28,58,30,110,191,231,249,154,100,225,225,75,70,81,
J612,264751,UT,16:10:56 15-Aug-2024,,,,,,CRC 70.ff,14:25:11 15-Aug-2024,DSA,14,0,208,247,85,209,85,180,72,44,61,176,43,160,87,163,88,21,254,102,181,201,35,208,2,146,195,73,23,124,5,
J612,264751,UT,00:07:54 16-Aug-2024,,,Z,53.6125,-144.5488,CRC 14.10,00:07:54 16-Aug-2024,Status,14,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,17:18:12 16-Aug-2024,,,B,51.6189,-142.8616,CRC e6.5f,15:40:39 16-Aug-2024,DSA,28,192,209,8,5,1,211,168,59,48,181,230,2,145,211,97,70,71,91,77,207,201,160,255,14,132,231,193,93,202,30,
J612,264751,UT,06:42:12 17-Aug-2024,,,B,51.4077,-142.5376,CRC 88.c0,05:54:24 17-Aug-2024,DSA,17,0,209,19,38,0,41,42,28,143,214,76,37,82,160,50,93,210,27,16,229,229,246,42,135,68,111,91,35,199,137,
J612,264751,UT,04:42:51 18-Aug-2024,,,B,50.9052,-142.0285,CRC 08.61,,,1,8,209,34,36,84,75,156,55,41,21,162,27,0,211,2,194,53,140,69,159,207,237,120,10,168,206,153,235,38,98,
J612,264751,UT,07:58:21 18-Aug-2024,,,B,50.8470,-141.9914,CRC a3.87,07:24:10 18-Aug-2024,DSA,20,96,209,35,195,182,100,148,55,160,164,96,18,252,68,227,188,29,42,22,115,207,238,55,6,140,142,185,102,128,82,
J612,264751,UT,04:16:19 22-Aug-2024,,,,,,CRC cd.a6,02:41:30 22-Aug-2024,DSA,25,160,209,97,132,206,91,76,73,157,148,104,2,146,210,96,51,69,76,93,161,223,236,110,10,160,151,,,,,
J612,264751,UT,19:40:50 22-Aug-2024,,,A,49.6830,-142.0893,CRC 230.102,19:40:53 22-Aug-2024,Status,92,208,35,54,0,8,241,84,171,78,141,73,212,38,77,0,3,255,16,196,142,133,96,,,,,,,,,
J612,264751,UT,07:10:20 23-Aug-2024,,,B,49.3165,-139.6468,CRC 4.14,07:10:20 23-Aug-2024,Status,36,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,10:46:28 23-Aug-2024,,,B,49.2950,-139.5044,CRC 0e.09,09:13:39 23-Aug-2024,DSA,1,192,209,116,179,213,56,40,47,18,91,106,10,225,204,71,68,99,180,86,30,63,234,121,50,109,32,173,134,144,99,
J612,264751,UT,04:14:56 24-Aug-2024,,,B,49.1857,-139.1394,CRC 96.91,04:14:58 24-Aug-2024,Status,76,16,35,54,0,8,241,92,172,16,238,135,20,40,31,192,3,223,16,229,61,69,104,,,,,,,,,
J612,264751,UT,05:00:26 24-Aug-2024,,,B,49.1762,-139.1396,CRC 33.80,03:30:21 24-Aug-2024,DSA,6,96,209,129,212,155,64,112,187,167,13,194,2,242,117,4,196,53,186,101,192,95,237,192,249,74,67,162,198,141,43,
J612,264751,UT,05:20:57 24-Aug-2024,,,B,49.1633,-139.1422,CRC 4.11,05:20:57 24-Aug-2024,Status,52,26,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,19:04:28 24-Aug-2024,,,B,49.0342,-138.7092,CRC 81.c8,18:18:08 24-Aug-2024,DSA,16,32,209,137,69,32,76,24,68,133,13,160,3,228,91,137,80,53,210,141,146,85,101,255,6,156,149,5,134,26,96,
J612,264751,UT,18:08:46 29-Aug-2024,,,B,48.0292,-136.4135,CRC 9e.33,,,19,196,209,208,99,14,48,163,87,66,101,136,64,55,166,183,91,14,249,127,40,183,48,32,18,66,169,66,44,14,66,
J612,264751,UT,19:49:07 29-Aug-2024,,,B,48.0310,-136.4677,CRC 15.13,19:49:07 29-Aug-2024,Status,47,119,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,04:18:44 30-Aug-2024,,,B,47.9272,-136.6666,CRC a9.7c,01:18:35 30-Sep-2024,DSA,21,32,211,224,197,5,93,156,80,165,189,154,3,98,95,37,213,140,246,190,150,202,10,195,2,12,117,149,146,180,100,
J612,264751,UT,03:28:49 01-Sep-2024,,,,,,CRC 05.33,01:48:05 01-Sep-2024,DSA,0,160,210,17,21,35,68,24,77,168,37,204,3,149,221,9,80,69,254,206,241,77,65,55,2,144,133,109,173,192,97,
J612,264751,UT,01:48:03 02-Sep-2024,,,,,,CRC ba.d1,00:07:00 02-Sep-2024,DSA,23,64,210,32,53,100,77,8,72,176,77,254,59,227,215,67,196,93,36,5,146,92,231,255,14,124,156,81,169,236,122,
J612,264751,UT,19:02:05 04-Sep-2024,,,,,,CRC b749.7444,,,22,240,210,90,192,180,7,248,40,179,56,231,2,207,38,128,89,120,42,5,101,85,232,122,153,11,72,209,122,174,18,
J612,264751,UT,04:50:06 05-Sep-2024,,,,,,CRC b9.93,04:10:53 05-Sep-2024,DSA,23,32,210,82,52,123,60,212,41,154,68,142,19,61,207,137,72,21,182,102,118,79,228,225,2,144,212,137,166,132,101,
J612,264751,UT,16:55:42 05-Sep-2024,,,,,,CRC 0c.ce,15:02:45 05-Sep-2024,DSA,1,128,210,87,182,99,87,48,67,173,181,82,248,62,26,42,138,135,154,53,181,132,179,39,227,52,3,205,177,228,225,
J612,264751,UT,20:01:07 05-Sep-2024,,,B,46.7610,-133.8902,CRC 88.137,20:01:07 05-Sep-2024,Status,75,24,118,35,170,118,134,247,49,200,12,113,119,224,169,95,231,5,221,147,92,96,132,,,,,,,,,
