,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
160381,25-Aug-2017,01:26:07,1,29.000000,,,0,4,23.8911,-165.9642,20:23:46 11-Aug-2017,MA,24.9365,-167.1772,,,0.6,0.6,,,,15,32,26920,,,,10,20550,,,,22,18405,,,,27,23042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,14-Sep-2017,02:14:42,1,31.000000,,,0,4,23.9316,-166.2076,17:00:00 02-Oct-2017,SR,,,,,,,,,,15,23,3542,,,,27,15832,,,,4,20025,,,,28,9905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,29-Sep-2017,17:35:10,1,33.000000,,,0,4,23.9316,-166.2076,17:00:00 02-Oct-2017,SR,23.9105,-166.2011,,,0.6,-2.3,,,,15,14,25534,,,38,18,10569,,,,31,18298,,,,26,23380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,30-Sep-2017,18:04:59,1,33.000000,,,0,5,23.9316,-166.2076,17:00:00 02-Oct-2017,SR,24.0685,-166.3160,,1,0.3,-1.1,,,,15,26,14137,,,39,4,5807,,,,29,18872,,,,5,20758,,,,20,31810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,01-Oct-2017,17:45:45,1,33.000000,,,0,4,23.9316,-166.2076,17:00:00 02-Oct-2017,SR,23.9595,-166.2511,,,1.1,-1.0,,,,15,12,19670,,,,20,9869,,,,18,25004,,,,14,10637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,13-Oct-2017,01:47:14,1,34.000000,,,0,4,24.1712,-165.8715,20:54:00 09-Oct-2017,MB,24.0224,-166.6256,,,0.6,-0.8,,,,15,9,1168,,,,8,27429,,,,19,22806,,,,17,19519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,23-Oct-2017,17:39:08,1,35.000000,,,0,5,24.0928,-166.6721,17:39:41.97 23-Oct-2017,FastGPS,24.0928,-166.6721,,,11.2,-1.0,,,,15,25,6823,,,40,16,23424,,,,10,16586,,,,18,14952,,,,27,22956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,24-Oct-2017,00:50:36,1,35.000000,,,0,4,23.9048,-166.1758,19:43:37 21-Oct-2017,NN,24.1278,-166.7373,,,0.3,-1.2,,,,15,17,7694,,,,3,28557,,,,23,7428,,,,31,4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,04-Nov-2017,17:08:41,1,36.000000,,,0,8,23.9116,-166.2530,17:09:14.96 04-Nov-2017,FastGPS,23.9116,-166.2530,,1,11.7,-2.0,,,,15,31,13803,,,,29,19388,,,,18,7371,,,,4,32202,,,,10,22004,,,,16,14560,,,,27,26366,,,,20,25768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,05-Nov-2017,20:14:41,1,36.000000,,,0,4,23.9947,-166.6204,18:54:38 05-Nov-2017,NK,23.9960,-166.6362,,,1.2,-0.1,,,,15,22,10121,,,,1,19495,,,,16,18826,,,,11,9012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,07-Nov-2017,00:06:51,1,36.000000,,,0,4,24.0596,-166.2385,21:57:45 06-Nov-2017,MA,24.0835,-166.0798,,,0.5,-1.9,,,,15,17,3120,,,,3,2632,,,,1,30880,,,,19,10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,14-Nov-2017,18:35:19,1,37.000000,,,0,4,23.8783,-166.2292,18:54:33 13-Nov-2017,NK,23.9198,-166.4146,,,1.0,-2.2,,,,15,8,16732,,,38,18,15104,,,,10,29636,,,,27,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,16-Nov-2017,21:55:29,1,37.000000,,,0,4,24.2057,-166.5247,19:37:55 17-Nov-2017,NN,24.3557,-166.6941,,,0.2,-0.1,,,,15,23,2283,,,,3,32712,,,,17,28524,,,,28,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,01-Dec-2017,23:34:09,1,37.000000,,,0,4,24.1123,-166.3503,22:19:18 04-Dec-2017,MA,24.0547,-166.2475,,,1.5,1.1,,,,15,17,5651,,,,6,6604,,,,7,6796,,,,19,17911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
