DeployID,Ptt,Source,Instr,Start,End,Kind,Type,MinDepth,PercentTime,MinSec,MaxSec,MaxDives,Percent_20,Percent_33,Percent_40,Percent_60,Percent_66,Percent_80,Percent_100
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 24-May-2024,18:00:00 24-May-2024,depth,deep,,69.3,4953,5025,27,46.000000,,73.000000,95.000000,,105.000000,108.000000
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 24-May-2024,18:00:00 24-May-2024,depth,dry,,12.6,871,943,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 24-May-2024,20:00:00 24-May-2024,depth,shallow,0.000000,22.8,1608,1680,29,,1.000000,,,1.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 24-May-2024,20:00:00 24-May-2024,depth,deep,,69.3,4953,5025,29,40.000000,,60.000000,76.000000,,103.000000,108.000000
PL2024_1018_22U3174,264721,Transmission,UT,18:00:00 24-May-2024,20:00:00 24-May-2024,depth,dry,,7.9,533,605,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 24-May-2024,22:00:00 24-May-2024,depth,shallow,0.000000,25.2,1778,1850,28,,1.000000,,,1.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 24-May-2024,22:00:00 24-May-2024,depth,deep,,63.0,4499,4571,28,41.000000,,67.000000,92.000000,,104.000000,108.000000
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 24-May-2024,22:00:00 24-May-2024,depth,dry,,11.8,814,886,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 24-May-2024,00:00:00 25-May-2024,depth,shallow,0.000000,23.6,1665,1737,30,,1.000000,,,2.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 24-May-2024,00:00:00 25-May-2024,depth,deep,,67.7,4840,4912,30,37.000000,,51.000000,62.000000,,89.000000,109.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 24-May-2024,00:00:00 25-May-2024,depth,dry,,8.7,590,662,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 25-May-2024,02:00:00 25-May-2024,depth,shallow,0.000000,22.8,1608,1680,28,,1.000000,,,1.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 25-May-2024,02:00:00 25-May-2024,depth,deep,,65.4,4670,4742,28,40.000000,,58.000000,83.000000,,104.000000,110.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 25-May-2024,02:00:00 25-May-2024,depth,dry,,11.8,814,886,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 25-May-2024,04:00:00 25-May-2024,depth,shallow,0.000000,21.3,1495,1567,30,,1.000000,,,2.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 25-May-2024,04:00:00 25-May-2024,depth,deep,,70.1,5010,5082,30,34.000000,,49.000000,63.000000,,101.000000,110.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 25-May-2024,04:00:00 25-May-2024,depth,dry,,8.6,583,655,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,08:00:00 25-May-2024,10:00:00 25-May-2024,depth,shallow,0.000000,22.0,1551,1623,31,,1.000000,,,7.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,08:00:00 25-May-2024,10:00:00 25-May-2024,depth,deep,,61.4,4386,4458,31,34.000000,,60.000000,86.000000,,99.000000,111.000000
PL2024_1018_22U3174,264721,Transmission,UT,08:00:00 25-May-2024,10:00:00 25-May-2024,depth,dry,,16.6,1159,1231,,,,,,,,
